AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CanonicalUrl,ControlStatement,County,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,Started,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders,resource_intensity,suppression_power,containment_efficiency
257314.0,False,Stanislaus National Forest/Yosemite National Park,2.0,0,/incidents/2013/8/17/rim-fire/,All road closures have been lifted.,55,55,6.0,2.0,11.0,2013-09-06T18:30:00Z,3.0,False,True,Grass,2.0,3.0,37.857,3 miles east of Groveland along Hwy 120,-120.086,False,Rim Fire,100.0,151.5,True,The Rim Fire was east of Groveland along Highway 20.,2013-08-17T15:25:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
30274.0,False,USFS Angeles National Forest/Los Angeles County/CAL FIRE,2.0,0,/incidents/2013/5/30/powerhouse-fire/,All road closures have been lifted.,17,19,6.0,2.0,11.0,2013-06-08T18:30:00Z,3.0,False,True,Grass,2.0,3.0,34.585595,Angeles National Forest,-118.423176,False,Powerhouse Fire,100.0,151.5,True,The Powerhouse Fire burned in May and June 2013 on the Angeles National Forest in Los Angeles County. ,2013-05-30T15:28:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
27531.0,False,CAL FIRE Riverside Unit / San Bernardino National Forest,2.0,0,/incidents/2013/7/15/mountain-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2013-07-30T18:00:00Z,3.0,False,True,Grass,2.0,3.0,33.7095,Hwy 243 & Hwy 74 near Mountain Center,-116.72885,False,Mountain Fire,100.0,151.5,True,The Mountain Fire burned in July 2013 off Highway 243 and Highway 74 near Mountain Center in Riverside County on the San Bernardino National Forest. ,2013-07-15T13:43:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
27440.0,False,Tahoe National Forest,2.0,0,/incidents/2013/8/10/american-fire/,All road closures have been lifted.,30,31,6.0,2.0,11.0,2013-08-30T08:00:00Z,3.0,False,True,Grass,2.0,3.0,39.12,"Deadwood Ridge, northeast of Foresthill",-120.65,False,American Fire,100.0,151.5,True,"The American Fire burned in August 2013 off Deadwood Ridge, northeast of Foresthill on the Tahoe National Forest in Placer County. ",2013-08-10T16:30:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
24251.0,False,Ventura County Fire/CAL FIRE,2.0,0,/incidents/2013/5/2/springs-fire/,All road closures have been lifted.,56,56,47.0,8.0,117.0,2013-05-11T06:30:00Z,3.0,False,True,Grass,11.0,10.0,0.0,"Southbound Highway 101 at Camarillo Springs Road, Camarillo",0.0,True,Springs Fire,100.0,2167.0,True,"The Springs Fire burned in May 2013, Southbound Highway 101 at Camarillo Springs Road, Camarillo, in Ventura County. ",2013-05-02T07:01:00Z,6.0,10.0,0.0,45.0,11.0,18.364406779661017,19.0,0.046125461254612546
22992.0,False,Sierra National Forest,2.0,0,/incidents/2013/7/22/aspen-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2013-09-24T20:15:00Z,3.0,False,True,Grass,2.0,3.0,37.279,Seven miles north of Big Creek,-119.318,False,Aspen Fire,100.0,151.5,True,The Aspen Fire burned in July 2013 seven miles north of Big Creek on the Sierra National Forest in Fresno County.,2013-07-22T22:15:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
20292.0,False,CAL FIRE Riverside Unit / San Bernardino National Forest,2.0,0,/incidents/2013/8/7/silver-fire/,Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,32,33,63.0,20.0,201.0,2013-08-12T18:00:00Z,3.0,False,True,Grass,20.0,26.0,33.86157,"Poppet Flats Rd near Hwy 243, south of Banning",-116.90427,True,Silver Fire,100.0,2106.0,True,"The Silver Fire burned in August 2013 off Poppet Flats Rd near Hwy 243, south of Banning in Riverside County. ",2013-08-07T14:05:00Z,8.0,40.0,0.0,45.0,20.0,10.425742574257425,40.0,0.04746084480303749
14754.0,False,Klamath National Forest,2.0,0,/incidents/2013/7/31/salmon-river-complex/,All road closures have been lifted.,45,47,6.0,2.0,11.0,2013-08-31T06:45:00Z,3.0,False,True,Grass,2.0,3.0,41.32,"North Fork of the Salmon River, West of Sawyers Bar, Klamath National Forest",-123.176,False,Salmon River Complex,100.0,151.5,True,"The Salmon River Complex burned in July and August 2013 near North Fork of the Salmon River, West of Sawyers Bar, on Klamath National Forest in Siskiyou County. ",2013-07-31T22:00:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
12503.0,False,Six Rivers National Forest,2.0,0,/incidents/2013/8/10/corral-complex/,All road closures have been lifted.,11,12,6.0,2.0,11.0,2013-08-12T12:00:00Z,3.0,False,True,Grass,2.0,3.0,41.035,Tish Tang Ridge east of Hoopa Valley Reservation,-123.488,False,Corral Complex,100.0,151.5,True,The Corral Complex burned in August 2013 off Tish Tang Ridge east of Hoopa Valley Reservation on the Six Rivers National Forest in Humboldt County. ,2013-08-10T11:40:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
11429.0,False,CAL FIRE Tehama-Glenn Unit,2.0,0,/incidents/2013/8/23/deer-fire/,All road closures have been lifted.,52,52,30.0,3.0,36.0,2013-08-29T16:45:00Z,3.0,False,True,Grass,5.0,5.0,40.04263,"Near Deer Creek, 12 miles east of Los Molinos. ",-121.85397,True,Deer Fire,100.0,898.0,True,"The Deer Fire burned in August near Deer Creek, 12 miles east of Los Molinos in Tehama County. ",2013-08-23T14:15:00Z,6.0,7.0,0.0,45.0,8.0,24.27027027027027,8.0,0.11123470522803114
8073.0,False,CAL FIRE Shasta-Trinity Unit,2.0,0,/incidents/2013/9/9/clover-fire/,All road closures have been lifted.,43,45,12.0,3.0,30.0,2013-09-15T07:30:00Z,3.0,False,True,Grass,2.0,6.0,40.498332,"Community of Igo, 10 miles southwest of Redding",-122.535496,True,Clover Fire,100.0,342.0,True,"The Clover Fire burned September 2013 near the community of Igo, 10 miles southwest of Redding, in Shasta County.",2013-09-09T12:32:00Z,10.0,201.0,0.0,45.0,4.0,11.03225806451613,5.0,0.2915451895043732
7055.0,False,CAL FIRE San Diego Unit / Cleveland National Forest,2.0,0,/incidents/2013/7/6/chariot-fire/,All road closures have been lifted.,36,37,56.0,24.0,183.0,2013-07-15T06:15:00Z,3.0,False,True,Grass,9.0,12.0,32.95435,"off Sunrise Hwy, 9 miles southeast of Julian",-116.47381,True,Chariot Fire,100.0,2147.0,True,"Chariot Fire burned in July 2013 off Sunrise Hwy, 9 miles southeast of Julian in San Diego County. ",2013-07-06T12:55:00Z,9.0,149.0,0.0,45.0,24.0,11.668478260869565,33.0,0.04655493482309125
6965.0,False,CAL FIRE Butte Unit,2.0,0,/incidents/2013/5/1/panther-fire/,All road closures have been lifted.,52,52,53.0,22.0,131.0,2013-05-09T09:00:00Z,3.0,False,True,Grass,6.0,6.0,40.190062,"140K3 Line, 8 miles northwest of Butte Meadows",-121.595555,True,Panther Fire,100.0,1811.0,True,"The Panther Fire burned in May 2013, off the 140K3 Line, 8 miles northwest of Butte Meadows in Butte County. ",2013-05-01T09:12:00Z,6.0,7.0,0.0,45.0,40.0,13.719696969696969,28.0,0.05518763796909492
4346.0,False,CAL FIRE / USFS Los Padres National Forest,2.0,0,/incidents/2013/5/15/grand-fire/,All road closures have been lifted.,13,"15,56",29.0,1.0,34.0,2013-05-21T19:45:00Z,3.0,False,True,Grass,1.0,4.0,34.7861,"South of Frazier Mountain Park Rd, South of Frazier Park",-118.9411,True,Grand Fire,100.0,847.0,True,"The Grand Fire burned in May 2013, South of Frazier Mountain Park Rd, South of Frazier Park on the USFS Los Padres National Forest in Kern and Ventura County. ",2013-05-15T12:50:00Z,6.0,7.0,0.0,45.0,12.0,24.2,2.0,0.1179245283018868
4346.0,False,CAL FIRE / USFS Los Padres National Forest,2.0,0,/incidents/2013/5/15/grand-fire/,All road closures have been lifted.,56,"15,56",29.0,1.0,34.0,2013-05-21T19:45:00Z,3.0,False,True,Grass,1.0,4.0,34.7861,"South of Frazier Mountain Park Rd, South of Frazier Park",-118.9411,True,Grand Fire,100.0,847.0,True,"The Grand Fire burned in May 2013, South of Frazier Mountain Park Rd, South of Frazier Park on the USFS Los Padres National Forest in Kern and Ventura County. ",2013-05-15T12:50:00Z,6.0,7.0,0.0,45.0,12.0,24.2,2.0,0.1179245283018868
3505.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,0,/incidents/2013/11/22/mccabe-fire/,All road closures have been lifted.,47,49,8.0,2.0,5.0,2013-11-27T18:15:00Z,3.0,False,True,Grass,2.0,6.0,38.8167,"The Geysers area, 10 miles northeast of Geyserville",-122.8498,True,McCabe Fire,100.0,188.0,True,"The McCabe Fire is burning in The Geysers area, east of Cloverdale, Sonoma County.",2013-11-22T02:04:00Z,6.0,1.0,0.0,45.0,4.0,31.333333333333332,4.0,0.5291005291005291
3166.0,False,CAL FIRE/Riverside County Fire ,2.0,0,/incidents/2013/5/1/summit-fire/,All road closures have been lifted.,32,33,36.0,5.0,62.0,2013-05-04T18:30:00Z,3.0,False,True,Grass,5.0,2.0,34.288877,Mias Canyon and Bluff Road in Banning,-116.941311,True,Summit Fire,100.0,726.0,True,The Summit Fire burned in May 2013 near Mias Canyon and Bluff Road in Banning in Riverside County. ,2013-05-01T12:38:00Z,6.0,1.0,0.0,45.0,7.0,11.523809523809524,10.0,0.1375515818431912
3111.0,False,CAL FIRE Santa-Clara Unit,2.0,0,/incidents/2013/9/8/morgan-fire/,All road closures have been lifted.,6,7,8.0,5.0,3.0,2013-09-14T17:30:00Z,3.0,False,True,Grass,2.0,3.0,37.90757,"off Morgan Territory Road, Southeast of Clayton",-121.882582,True,Morgan Fire,100.0,231.0,True,"The Morgan Fire burned September 2013 off of Morgan Territory Road, southeast of Clayton, in Contra Costa County.",2013-09-08T13:08:00Z,6.0,7.0,0.0,45.0,4.0,57.75,7.0,0.43103448275862066
2781.0,False,CAL FIRE San Diego Unit,25.0,0,/incidents/2013/5/23/san-felipe-fire/,All road closures have been lifted.,36,37,33.0,25.0,73.0,2013-05-26T17:45:00Z,3.0,False,True,Grass,25.0,5.0,33.12111,"San Felipe Road, north of Highway 78, East of Julian",-116.52579,True,San Felipe Fire,100.0,911.0,True,"The San Felipe Fire burned in May 2013, off San Felipe Road, north of Highway 78, East of Julian in San Diego County. ",2013-05-23T12:20:00Z,6.0,7.0,0.0,45.0,26.0,12.31081081081081,50.0,0.10964912280701754
2462.0,False,CAL FIRE Butte Unit,2.0,0,/incidents/2013/8/16/swedes-fire/,All road closures have been lifted.,3,4,33.0,28.0,95.0,2013-08-22T18:00:00Z,3.0,False,True,Grass,20.0,5.0,39.446268,southeast of Oroville,-121.38236,True,Swedes Fire,100.0,1484.0,True,The Swedes Fire burned in August 2013 southeast of Oroville in Butte County. ,2013-08-16T16:37:00Z,6.0,7.0,0.0,45.0,25.0,15.458333333333334,48.0,0.06734006734006734
2236.0,False,Camp Pendleton Marine Corps Base,2.0,0,/incidents/2013/10/5/deluz-fire/,All road closures have been lifted.,36,37,6.0,2.0,11.0,2013-10-09T19:00:00Z,3.0,False,True,Grass,2.0,3.0,33.341,"On Camp Pendleton, west of Fallbrook",-117.3092,False,DeLuz Fire,100.0,151.5,True,"The DeLuz Fire burned 2,236 acres in October 2013 on Camp Pendleton Marine Corps Base, east of Fallbrook in San Diego County,",2013-10-05T12:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
2060.0,False,Sequoia National Forest,2.0,0,/incidents/2013/8/24/fish-fire/,All road closures have been lifted.,54,54,6.0,2.0,11.0,2013-09-24T20:15:00Z,3.0,False,True,Grass,2.0,3.0,36.208,Golden Trout Wilderness on the Sequoia National Forest.,-118.444,False,Fish Fire,100.0,151.5,True,The Fish Fire burned August 2013 in the Golden Trout Wilderness on the Sequoia National Forest in Tulare County.,2013-08-24T14:31:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
1984.0,False,USFS Los Padres National Forest,2.0,0,/incidents/2013/5/27/white-fire/,All road closures have been lifted.,40,42,6.0,2.0,11.0,2013-05-30T19:30:00Z,3.0,False,True,Grass,2.0,3.0,34.55048,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",-119.82429,False,White Fire,100.0,151.5,True,"The White Fire burned in May 2013, Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez on the Los Padres National Forest in Santa Barbara County. ",2013-05-27T14:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
1708.0,False,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,2.0,0,/incidents/2013/6/16/carstens-fire/,All road closures have been lifted.,20,22,2.0,2.0,11.0,2013-06-26T11:15:00Z,3.0,False,True,Grass,2.0,1.0,37.58202,"Off Carstens Road, east of 140 in the Midpines area.",-119.91071,True,Carstens Fire,100.0,112.0,True,"The Carstens Fire started in June 2013 off Carstens Road, east of 140 in the Midpines area in Mariposa County.",2013-06-16T14:12:00Z,6.0,7.0,0.0,45.0,4.0,9.333333333333334,4.0,0.8849557522123894
1383.0,False,Cleveland National Forest / CAL FIRE Riverside Unit,2.0,0,/incidents/2013/8/5/falls-fire/,All road closures have been lifted.,32,"33,",6.0,2.0,11.0,2013-08-09T18:45:00Z,3.0,False,True,Grass,2.0,3.0,33.62236,"Ortega Highway, west of Lake Elsinoire",-117.40288,False,Falls Fire,100.0,151.5,True,"The Falls Fire burned in August 2013 near Oretga Highway, west of Lake Elsinoire on the Cleveland National Forest in Riverisde County. ",2013-08-05T10:10:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
1271.0,False,CAL FIRE San Diego Unit,27.0,0,/incidents/2013/5/26/general-fire/,All road closures have been lifted.,36,37,54.0,27.0,42.0,2013-05-31T06:15:00Z,3.0,False,True,Grass,27.0,6.0,33.04458,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",-116.5209,True,General Fire,100.0,1217.0,True,"The General Fire burned in May 2013, in the Banner Grade area south of Highway 78 and east of Highway 79, in San Diego County.",2013-05-26T12:04:00Z,6.0,7.0,0.0,45.0,27.0,28.302325581395348,54.0,0.08210180623973727
1070.0,False,Stanislaus National Forest,2.0,0,/incidents/2013/8/5/power-fire/,All road closures have been lifted.,55,55,6.0,2.0,11.0,2013-08-14T08:30:00Z,3.0,False,True,Grass,2.0,3.0,38.25108,"Near Beardsley Lake, northeast of Sonora",-120.02778,False,Power Fire,100.0,151.5,True,"The Power Fire burned in August 2013 near Beardsley Lake, northeast of Sonora on the Stanislaus National Forest in Tuolumne County. ",2013-08-05T06:00:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
917.0,False,Los Padres National Forest / CAL FIRE San Benito-Monterey Unit,2.0,0,/incidents/2013/12/16/pfeiffer-fire/,All road closures have been lifted.,26,27,6.0,2.0,11.0,2013-12-20T20:00:00Z,3.0,False,True,Grass,2.0,3.0,0.0,Pfeiffer Ridge Road and Highway 1 near Big Sur,0.0,False,Pfeiffer Fire,100.0,151.5,True,The Pfeiffer Fire off Pfeiffer Ridge Road and Highway 1 near Big Sur was 917 acres.,2013-12-16T00:20:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
794.0,False,Sequoia National Forest,2.0,0,/incidents/2013/8/18/shirley-fire/,All road closures have been lifted.,13,15,6.0,2.0,11.0,2013-08-24T13:45:00Z,3.0,False,True,Grass,2.0,3.0,35.707,Lower Kern River Canyon area off Highway 178,-118.588,False,Shirley Fire,100.0,151.5,True,The Shirley Fire burned in August 2013 off Lower Kern River Canyon area off Highway 178 on Sequoia National Forest in Kern County. ,2013-08-18T23:12:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
712.0,False,CAL FIRE / Kern County Fire / State Parks / US Forest Service,2.0,0,/incidents/2013/7/19/rancho-fire/,Oak Knolls Road,13,15,20.0,20.0,37.0,2013-07-22T18:45:00Z,3.0,False,True,Grass,20.0,5.0,34.882,West side of Interstate 5 in Lebec (Kern County),-118.9194,True,Rancho Fire,100.0,502.0,True,"The Rancho Fire burned July 2013 west of I-5 in Lebec, in Kern County.",2013-07-19T12:00:00Z,6.0,7.0,0.0,45.0,20.0,13.210526315789474,40.0,0.1988071570576541
712.0,False,CAL FIRE/Los Angeles County ,2.0,0,/incidents/2013/5/17/lake-fire/,All road closures have been lifted.,17,19,6.0,2.0,11.0,2013-05-18T19:00:00Z,3.0,False,True,Grass,2.0,3.0,34.49149,I-5 Southbound at Lake Hughes Road,-118.610044,False,Lake Fire,100.0,151.5,True,"The Lake Fire burned in May 2013 off I-5 Southbound at Lake Hughes Road, in Los Angeles County. ",2013-05-17T13:23:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
612.0,False,Kern County Fire,2.0,0,/incidents/2013/7/23/water-fire/,All road closures have been lifted.,13,15,6.0,2.0,11.0,2013-07-25T18:30:00Z,3.0,False,True,Grass,2.0,3.0,34.90327,West side of Interstate 5 at Tejon Ranch,-118.93388,False,Water Fire,100.0,151.5,True,The Water Fire burned in July 2013 on the west side of Interstate 5 at Tejon Ranch in Kern County. ,2013-07-23T09:15:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
572.0,False,Eldorado National Forest,2.0,0,/incidents/2013/7/8/kyburz-fire/,All road closures have been lifted.,8,9,6.0,2.0,11.0,2013-07-11T18:30:00Z,3.0,False,True,Grass,2.0,3.0,38.774,"Off Hwy 50 at 30 Mile Tract, Kyburz",-120.298,False,Kyburz Fire,100.0,151.5,True,The Kyburz Fire burned in July 2013 off Highway 50 at 30 Mile Tract in Kyburz on the El Dorado National Forest. ,2013-07-08T12:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
534.0,False,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,2.0,0,/incidents/2013/6/28/mills-fire/,All road closures have been lifted.,35,36,29.0,29.0,29.0,2013-07-01T06:00:00Z,3.0,False,True,Grass,29.0,3.0,34.071556,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",-117.048397,True,Mills Fire,100.0,282.0,True,"The Mills Fire burned in June and July 2013 south og Highway 38 and Bryant Street, northwest of Yucaipa in San Bernardino County. ",2013-06-28T14:30:00Z,1.0,0.0,0.0,45.0,29.0,9.4,58.0,0.35335689045936397
513.0,False,Plumas National Forest,2.0,0,/incidents/2013/8/18/plumas-lightning-complex-hough/,All road closures have been lifted.,31,32,6.0,2.0,11.0,2013-08-25T13:15:00Z,3.0,False,True,Grass,2.0,3.0,40.00842,Keddie Ridge/North Arm areas of Indian Valley near Taylorsville,-120.764666,False,Plumas Lightning Complex (Hough),100.0,151.5,True,The Plumas Lightning Complex burned in August 2013 in the Keddie Ridge/North Arm areas of Indian Valley near Taylorsville on the Plumas National Forest in Plumas County. ,2013-08-18T18:30:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
510.0,False,CAL FIRE/Riverside County Fire,2.0,0,/incidents/2013/5/4/gorgonio-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2013-05-05T18:45:00Z,3.0,False,True,Grass,2.0,3.0,33.894055,"Highway 243, south of Banning and north of Pine Cove",-116.855019,False,Gorgonio Fire,100.0,151.5,True,"The Gorgonio Fire burned in May 2013 off Highway 243, south of Banning and north of Pine Cove, in Riverside County. ",2013-05-04T11:43:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
502.0,False,CAL FIRE Lassen-Modoc Unit,2.0,0,/incidents/2013/7/3/fox-fire-formally-3-7-fire/,All road closures have been lifted.,24,25,6.0,2.0,11.0,2013-07-05T18:30:00Z,3.0,False,True,Grass,2.0,3.0,41.2415,5 miles northwest of Aiden,-121.035,False,Fox Fire (formally 3-7 Fire),100.0,151.5,True,The Fox Fire (formerly known as 3-7 Fire) burned in July 2013 5 miles northwest of Aiden in Modoc County. ,2013-07-03T22:56:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
500.0,False,Los Padres National Forest,2.0,0,/incidents/2013/6/1/branch-fire/,All road closures have been lifted.,38,40,6.0,2.0,11.0,2013-06-03T18:30:00Z,3.0,False,True,Grass,2.0,3.0,35.15832,"west of the Carrizo Plain, Los Padres National Forest",-120.05131,False,Branch Fire,100.0,151.5,True,The Branch Fire burned in June 2013 west of the Carrizo Plain on the Los Padres National Forest in San Luis Obispo County. ,2013-06-01T17:27:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
492.0,False,CAL FIRE Santa Clara Unit,2.0,0,/incidents/2013/7/1/kirker-fire/,All road closures have been lifted.,6,7,6.0,2.0,11.0,2013-07-01T18:40:00Z,3.0,False,True,Grass,2.0,3.0,37.96866,Kirker Pass Road south of Pittsburg,-121.91453,False,Kirker Fire,100.0,151.5,True,The Kirker Fire burned in July 2013 off Kirker Pass Road south of Pittsburg in Contra Costa County. ,2013-07-01T13:19:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
482.0,False,CAL FIRE Madera-Mariposa-Merced Unit,2.0,0,/incidents/2013/6/16/rolling-fire/,All road closures have been lifted.,18,20,6.0,2.0,11.0,2013-06-18T19:30:00Z,3.0,False,True,Grass,2.0,3.0,37.015575,"off Hwy 41 & Road 145, northwest of Friant ",-119.78106,True,Rolling Fire,100.0,151.5,True,"The Rolling Fire burned June 2013 off Highway 41 and Road 145, northwest of Friant, in Madera County. ",2013-06-16T18:17:00Z,6.0,1.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
413.0,False,San Bernardino National Forest,2.0,0,/incidents/2013/8/20/gobblers-fire/,All road closures have been lifted.,35,36,6.0,2.0,11.0,2013-08-20T13:32:00Z,3.0,False,True,Grass,2.0,3.0,34.302,upper end of Lytle Creek,-117.598,False,Gobblers Fire,100.0,151.5,True,"The Gobblers Fire burned in August 2013, on the upper end of Lytle Creek on the San Bernardino National Forest in San Bernardino County. ",2013-08-20T13:32:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
406.0,False,CAL FIRE San Bernardino Unit,2.0,0,/incidents/2013/2/24/river-fire/,All road closures have been lifted.,12,14,25.0,25.0,25.0,2013-02-28T20:00:00Z,3.0,False,True,Grass,2.0,2.0,36.602575,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",-118.01651,True,River Fire,100.0,476.0,True,"The River Fire burned in February 2013, south of Narrow Gauge Rd & north of Highway 136, east of Lone Pine in Inyo County. ",2013-02-24T08:16:00Z,6.0,0.0,0.0,0.0,25.0,18.307692307692307,27.0,0.20964360587002095
376.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,0,/incidents/2013/10/3/putah-fire/,All road closures have been lifted.,27,28,6.0,2.0,1.0,2013-10-04T16:55:00Z,3.0,False,True,Grass,2.0,3.0,38.628,off Berryessa Knoxville Rd near Lake Berryessa,-122.289,True,Putah Fire,100.0,4.0,True,The Putah Fire burned October 2013 off Berryessa Knoxville Rd near Lake Berryessa in Napa County.,2013-10-03T20:33:00Z,6.0,7.0,0.0,45.0,4.0,2.0,4.0,20.0
354.0,False,CAL FIRE San Benito-Monterey ,2.0,0,/incidents/2013/5/3/tres-pinos-fire/,All road closures have been lifted.,34,35,6.0,2.0,11.0,2013-05-03T18:45:00Z,3.0,False,True,Grass,2.0,3.0,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,False,Tres Pinos Fire,100.0,151.5,True,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ",2013-05-03T11:42:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
311.0,False,CAL FIRE / Riverside County Fire,2.0,0,/incidents/2013/2/28/jurupa-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2013-03-02T19:00:00Z,3.0,False,True,Grass,2.0,3.0,0.0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0.0,False,Jurupa Fire,100.0,151.5,True,"The Jurupa Fire burned in March 2013 off Rio Rancho Rd & Calle Hermosa, Jurupa Valley in Riverside County. ",2013-02-28T16:43:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
305.0,False,CAL FIRE Butte Unit,2.0,0,/incidents/2013/10/4/summit-fire/,All road closures have been lifted.,3,4,4.0,1.0,15.0,2013-10-05T22:00:00Z,3.0,False,True,Grass,1.0,3.0,39.439,off District Center Dr & Fortune Way in Palermo,-121.497,True,Summit Fire,100.0,259.0,True,The Summit Fire burned October 2013 off District Center Drive and Fortune Way in Palermo in Butte County.,2013-10-04T17:37:00Z,6.0,4.0,0.0,45.0,3.0,16.1875,2.0,0.38461538461538464
303.0,False,CAL FIRE Tuolumne-Calaveras Unit ,2.0,0,/incidents/2013/5/30/shelton-fire/,All road closures have been lifted.,37,39,6.0,2.0,11.0,2013-05-30T13:25:00Z,3.0,False,True,Grass,2.0,3.0,38.04993,off North Shelton Rd in the Linden Peters area,-120.90325,False,Shelton Fire,100.0,151.5,True,The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.,2013-05-30T11:20:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
298.0,False,CAL FIRE Butte Unit,4.0,0,/incidents/2013/6/3/lone-fire/,All road closures have been lifted.,3,4,3.0,3.0,26.0,2013-06-03T20:00:00Z,3.0,False,True,Grass,2.0,3.0,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,True,Lone Fire,100.0,151.5,True,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,2013-06-03T13:49:00Z,6.0,9.0,0.0,45.0,4.0,5.611111111111111,5.0,0.6557377049180327
296.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,0,/incidents/2013/1/22/becks-fire/,All road closures have been lifted.,15,17,6.0,2.0,11.0,2013-01-23T10:15:00Z,3.0,False,True,Grass,2.0,3.0,0.0,"North of Highway 29, southeast of Kelseyville",0.0,False,Becks Fire,100.0,151.5,True,"The Beck Fire burned in January 2013, North of Highway 29, southeast of Kelseyville in Lake County. 
",2013-01-22T11:08:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
274.0,False,CAL FIRE Santa Clara Unit,2.0,0,/incidents/2013/7/1/concord-fire/,All road closures have been lifted.,6,7,6.0,2.0,11.0,2013-07-01T18:30:00Z,3.0,False,True,Grass,2.0,3.0,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,False,Concord Fire,100.0,151.5,True,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,2013-07-01T15:41:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
274.0,False,CAL FIRE Madera-Mariposa-Merced Unit,2.0,0,/incidents/2013/4/30/gold-fire/,All road closures have been lifted.,18,20,6.0,2.0,11.0,2013-05-01T07:00:00Z,3.0,False,True,Grass,2.0,3.0,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,-119.635004,False,Gold Fire,100.0,151.5,True,"The Gold Fire burned in April 2013 and May 2013, between Road 210 and Road 200 near Fine Gold Creek in the community of O, in Madera County. ",2013-04-30T12:59:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
